date;channel_group;channel_name;value;type_id
2021-09-30T13:30:16;zirkulation;eg;28.1;1
2021-09-30T13:30:17;heizung;vl;24.8;1
2021-09-30T13:30:18;zirkulation;kueche;31.8;1
2021-09-30T13:30:19;heizung;rl;24.8;1
2021-09-30T13:30:20;speicher;unten;43.8;1
2021-09-30T13:30:21;speicher;oben;55.0;1
2021-09-30T13:30:22;heizung;ladung-rl;26.9;1
2021-09-30T13:30:23;zirkulation;og;33.8;1
2021-09-30T13:30:24;kollektor;vl;56.9;1
2021-09-30T13:30:25;zirkulation;warmwasser;48.0;1
2021-09-30T13:30:43;innentemperatur;heizraum;22.69;1
2021-09-30T13:30:43;innenfeuchtigkeit;heizraum;37.01;2
2021-09-30T13:30:43;co2konzentration;heizraum;514.0;3
2021-09-30T13:30:50;innentemperatur;heizraum2;22.58;1
2021-09-30T13:30:50;innenfeuchtigkeit;heizraum2;41.2;2
2021-09-30T13:30:50;luftqualitaet;heizraum;75.0;4
2021-09-30T13:30:50;luftdruck;heizraum;1026.46;5
2021-09-30T13:31:29;gaszaehler;heizraum;1496.0;6
2021-09-30T13:32:04;aussentemperatur;nord;14.4;1
2021-09-30T13:32:04;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:32:04;innentemperatur;kueche;21.3;1
2021-09-30T13:32:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:32:14;speicher;mitte;53.1;1
2021-09-30T13:32:15;zirkulation;eg;28.8;1
2021-09-30T13:32:16;heizung;vl;25.2;1
2021-09-30T13:32:18;zirkulation;kueche;32.8;1
2021-09-30T13:32:19;heizung;rl;25.1;1
2021-09-30T13:32:20;speicher;unten;44.1;1
2021-09-30T13:32:21;speicher;oben;54.9;1
2021-09-30T13:32:22;heizung;ladung-rl;26.9;1
2021-09-30T13:32:23;zirkulation;og;34.8;1
2021-09-30T13:32:24;kollektor;vl;57.9;1
2021-09-30T13:32:25;zirkulation;warmwasser;47.1;1
2021-09-30T13:32:43;innentemperatur;heizraum;22.74;1
2021-09-30T13:32:43;innenfeuchtigkeit;heizraum;37.13;2
2021-09-30T13:32:43;co2konzentration;heizraum;511.0;3
2021-09-30T13:32:50;innentemperatur;heizraum2;22.63;1
2021-09-30T13:32:50;innenfeuchtigkeit;heizraum2;41.23;2
2021-09-30T13:32:50;luftqualitaet;heizraum;56.0;4
2021-09-30T13:32:50;luftdruck;heizraum;1026.46;5
2021-09-30T13:33:29;gaszaehler;heizraum;1496.0;6
2021-09-30T13:34:04;aussentemperatur;nord;14.4;1
2021-09-30T13:34:04;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:34:04;innentemperatur;kueche;21.3;1
2021-09-30T13:34:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:34:15;speicher;mitte;53.1;1
2021-09-30T13:34:16;zirkulation;eg;28.8;1
2021-09-30T13:34:17;heizung;vl;29.8;1
2021-09-30T13:34:18;zirkulation;kueche;33.1;1
2021-09-30T13:34:19;heizung;rl;24.8;1
2021-09-30T13:34:20;speicher;unten;44.8;1
2021-09-30T13:34:21;speicher;oben;54.9;1
2021-09-30T13:34:22;heizung;ladung-rl;26.8;1
2021-09-30T13:34:23;zirkulation;og;34.9;1
2021-09-30T13:34:24;kollektor;vl;57.8;1
2021-09-30T13:34:25;zirkulation;warmwasser;45.8;1
2021-09-30T13:34:43;innentemperatur;heizraum;22.79;1
2021-09-30T13:34:43;innenfeuchtigkeit;heizraum;36.86;2
2021-09-30T13:34:43;co2konzentration;heizraum;505.0;3
2021-09-30T13:34:50;innentemperatur;heizraum2;22.65;1
2021-09-30T13:34:50;innenfeuchtigkeit;heizraum2;41.03;2
2021-09-30T13:34:50;luftqualitaet;heizraum;60.0;4
2021-09-30T13:34:50;luftdruck;heizraum;1026.4;5
2021-09-30T13:35:30;gaszaehler;heizraum;1496.0;6
2021-09-30T13:36:04;aussentemperatur;nord;14.4;1
2021-09-30T13:36:04;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:36:04;innentemperatur;kueche;21.3;1
2021-09-30T13:36:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:36:15;speicher;mitte;53.1;1
2021-09-30T13:36:16;zirkulation;eg;28.8;1
2021-09-30T13:36:17;heizung;vl;31.2;1
2021-09-30T13:36:18;zirkulation;kueche;33.1;1
2021-09-30T13:36:19;heizung;rl;26.1;1
2021-09-30T13:36:20;speicher;unten;45.0;1
2021-09-30T13:36:21;speicher;oben;54.8;1
2021-09-30T13:36:22;heizung;ladung-rl;26.8;1
2021-09-30T13:36:23;zirkulation;og;34.8;1
2021-09-30T13:36:24;kollektor;vl;58.9;1
2021-09-30T13:36:25;zirkulation;warmwasser;44.0;1
2021-09-30T13:36:43;innentemperatur;heizraum;22.82;1
2021-09-30T13:36:43;innenfeuchtigkeit;heizraum;36.14;2
2021-09-30T13:36:43;co2konzentration;heizraum;503.0;3
2021-09-30T13:36:50;innentemperatur;heizraum2;22.66;1
2021-09-30T13:36:50;innenfeuchtigkeit;heizraum2;40.37;2
2021-09-30T13:36:50;luftqualitaet;heizraum;51.0;4
2021-09-30T13:36:50;luftdruck;heizraum;1026.37;5
2021-09-30T13:37:30;gaszaehler;heizraum;1496.0;6
2021-09-30T13:38:05;aussentemperatur;nord;14.4;1
2021-09-30T13:38:05;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:38:05;innentemperatur;kueche;21.3;1
2021-09-30T13:38:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:38:14;speicher;mitte;53.1;1
2021-09-30T13:38:16;zirkulation;eg;28.8;1
2021-09-30T13:38:17;heizung;vl;30.9;1
2021-09-30T13:38:18;zirkulation;kueche;32.9;1
2021-09-30T13:38:19;heizung;rl;27.1;1
2021-09-30T13:38:20;speicher;unten;44.8;1
2021-09-30T13:38:21;speicher;oben;54.8;1
2021-09-30T13:38:22;heizung;ladung-rl;26.8;1
2021-09-30T13:38:23;zirkulation;og;34.1;1
2021-09-30T13:38:24;kollektor;vl;58.9;1
2021-09-30T13:38:25;zirkulation;warmwasser;42.9;1
2021-09-30T13:38:43;innentemperatur;heizraum;22.83;1
2021-09-30T13:38:43;innenfeuchtigkeit;heizraum;36.43;2
2021-09-30T13:38:43;co2konzentration;heizraum;500.0;3
2021-09-30T13:38:50;innentemperatur;heizraum2;22.7;1
2021-09-30T13:38:50;innenfeuchtigkeit;heizraum2;40.59;2
2021-09-30T13:38:50;luftqualitaet;heizraum;56.0;4
2021-09-30T13:38:50;luftdruck;heizraum;1026.4;5
2021-09-30T13:39:30;gaszaehler;heizraum;1496.0;6
2021-09-30T13:40:05;aussentemperatur;nord;14.4;1
2021-09-30T13:40:05;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:40:05;innentemperatur;kueche;21.3;1
2021-09-30T13:40:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:40:15;speicher;mitte;53.1;1
2021-09-30T13:40:16;zirkulation;eg;28.8;1
2021-09-30T13:40:17;heizung;vl;29.2;1
2021-09-30T13:40:18;zirkulation;kueche;33.1;1
2021-09-30T13:40:19;heizung;rl;27.8;1
2021-09-30T13:40:20;speicher;unten;45.0;1
2021-09-30T13:40:21;speicher;oben;54.8;1
2021-09-30T13:40:22;heizung;ladung-rl;26.8;1
2021-09-30T13:40:24;zirkulation;og;34.2;1
2021-09-30T13:40:25;kollektor;vl;59.1;1
2021-09-30T13:40:26;zirkulation;warmwasser;41.9;1
2021-09-30T13:40:43;innentemperatur;heizraum;22.87;1
2021-09-30T13:40:43;innenfeuchtigkeit;heizraum;36.14;2
2021-09-30T13:40:43;co2konzentration;heizraum;504.0;3
2021-09-30T13:40:50;innentemperatur;heizraum2;22.74;1
2021-09-30T13:40:50;innenfeuchtigkeit;heizraum2;40.36;2
2021-09-30T13:40:50;luftqualitaet;heizraum;54.0;4
2021-09-30T13:40:50;luftdruck;heizraum;1026.31;5
2021-09-30T13:41:30;gaszaehler;heizraum;1496.0;6
2021-09-30T13:42:05;aussentemperatur;nord;14.4;1
2021-09-30T13:42:05;aussenfeuchtigkeit;nord;63.0;2
2021-09-30T13:42:05;innentemperatur;kueche;21.3;1
2021-09-30T13:42:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:42:15;speicher;mitte;53.1;1
2021-09-30T13:42:16;zirkulation;eg;28.1;1
2021-09-30T13:42:17;heizung;vl;28.2;1
2021-09-30T13:42:18;zirkulation;kueche;32.9;1
2021-09-30T13:42:19;heizung;rl;28.1;1
2021-09-30T13:42:20;speicher;unten;45.8;1
2021-09-30T13:42:21;speicher;oben;54.8;1
2021-09-30T13:42:23;heizung;ladung-rl;26.8;1
2021-09-30T13:42:24;zirkulation;og;33.9;1
2021-09-30T13:42:25;kollektor;vl;59.2;1
2021-09-30T13:42:26;zirkulation;warmwasser;41.1;1
2021-09-30T13:42:43;innentemperatur;heizraum;22.86;1
2021-09-30T13:42:43;innenfeuchtigkeit;heizraum;36.18;2
2021-09-30T13:42:43;co2konzentration;heizraum;500.0;3
2021-09-30T13:42:51;innentemperatur;heizraum2;22.77;1
2021-09-30T13:42:51;innenfeuchtigkeit;heizraum2;40.37;2
2021-09-30T13:42:51;luftqualitaet;heizraum;59.0;4
2021-09-30T13:42:51;luftdruck;heizraum;1026.3200000000002;5
2021-09-30T13:43:30;gaszaehler;heizraum;96.0;6
2021-09-30T13:44:05;aussentemperatur;nord;14.7;1
2021-09-30T13:44:05;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:44:05;innentemperatur;kueche;21.3;1
2021-09-30T13:44:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:44:15;speicher;mitte;53.0;1
2021-09-30T13:44:16;zirkulation;eg;28.0;1
2021-09-30T13:44:17;heizung;vl;28.1;1
2021-09-30T13:44:18;zirkulation;kueche;32.1;1
2021-09-30T13:44:19;heizung;rl;27.2;1
2021-09-30T13:44:21;speicher;unten;46.1;1
2021-09-30T13:44:22;speicher;oben;54.8;1
2021-09-30T13:44:23;heizung;ladung-rl;26.8;1
2021-09-30T13:44:24;zirkulation;og;33.0;1
2021-09-30T13:44:25;kollektor;vl;57.0;1
2021-09-30T13:44:26;zirkulation;warmwasser;40.8;1
2021-09-30T13:44:43;innentemperatur;heizraum;22.9;1
2021-09-30T13:44:43;innenfeuchtigkeit;heizraum;36.31;2
2021-09-30T13:44:43;co2konzentration;heizraum;502.0;3
2021-09-30T13:44:51;innentemperatur;heizraum2;22.78;1
2021-09-30T13:44:51;innenfeuchtigkeit;heizraum2;40.44;2
2021-09-30T13:44:51;luftqualitaet;heizraum;71.0;4
2021-09-30T13:44:51;luftdruck;heizraum;1026.27;5
2021-09-30T13:45:30;gaszaehler;heizraum;1496.0;6
2021-09-30T13:46:05;aussentemperatur;nord;14.7;1
2021-09-30T13:46:05;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:46:05;innentemperatur;kueche;21.3;1
2021-09-30T13:46:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:46:15;speicher;mitte;52.9;1
2021-09-30T13:46:16;zirkulation;eg;27.9;1
2021-09-30T13:46:17;heizung;vl;27.8;1
2021-09-30T13:46:18;zirkulation;kueche;31.8;1
2021-09-30T13:46:19;heizung;rl;27.0;1
2021-09-30T13:46:20;speicher;unten;45.8;1
2021-09-30T13:46:21;speicher;oben;55.2;1
2021-09-30T13:46:22;heizung;ladung-rl;26.8;1
2021-09-30T13:46:23;zirkulation;og;33.2;1
2021-09-30T13:46:24;kollektor;vl;54.9;1
2021-09-30T13:46:25;zirkulation;warmwasser;40.1;1
2021-09-30T13:46:43;innentemperatur;heizraum;22.89;1
2021-09-30T13:46:43;innenfeuchtigkeit;heizraum;36.28;2
2021-09-30T13:46:43;co2konzentration;heizraum;503.0;3
2021-09-30T13:46:50;innentemperatur;heizraum2;22.79;1
2021-09-30T13:46:50;innenfeuchtigkeit;heizraum2;40.36;2
2021-09-30T13:46:50;luftqualitaet;heizraum;72.0;4
2021-09-30T13:46:50;luftdruck;heizraum;1026.24;5
2021-09-30T13:48:04;aussentemperatur;nord;14.7;1
2021-09-30T13:48:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:48:04;innentemperatur;kueche;21.3;1
2021-09-30T13:48:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:48:14;speicher;mitte;52.9;1
2021-09-30T13:48:16;zirkulation;eg;27.8;1
2021-09-30T13:48:17;heizung;vl;26.9;1
2021-09-30T13:48:18;zirkulation;kueche;32.1;1
2021-09-30T13:48:19;heizung;rl;26.8;1
2021-09-30T13:48:20;speicher;unten;46.1;1
2021-09-30T13:48:21;speicher;oben;55.2;1
2021-09-30T13:48:22;heizung;ladung-rl;26.8;1
2021-09-30T13:48:23;zirkulation;og;32.8;1
2021-09-30T13:48:24;kollektor;vl;53.9;1
2021-09-30T13:48:25;zirkulation;warmwasser;39.0;1
2021-09-30T13:48:42;innentemperatur;heizraum;22.86;1
2021-09-30T13:48:42;innenfeuchtigkeit;heizraum;36.41;2
2021-09-30T13:48:42;co2konzentration;heizraum;504.0;3
2021-09-30T13:48:50;innentemperatur;heizraum2;22.77;1
2021-09-30T13:48:50;innenfeuchtigkeit;heizraum2;40.45;2
2021-09-30T13:48:50;luftqualitaet;heizraum;78.0;4
2021-09-30T13:48:50;luftdruck;heizraum;1026.17;5
2021-09-30T13:49:29;gaszaehler;heizraum;96.0;6
2021-09-30T13:50:04;aussentemperatur;nord;14.7;1
2021-09-30T13:50:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:50:04;innentemperatur;kueche;21.3;1
2021-09-30T13:50:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:50:14;speicher;mitte;52.8;1
2021-09-30T13:50:15;zirkulation;eg;28.1;1
2021-09-30T13:50:16;heizung;vl;27.2;1
2021-09-30T13:50:18;zirkulation;kueche;31.8;1
2021-09-30T13:50:19;heizung;rl;27.1;1
2021-09-30T13:50:20;speicher;unten;46.2;1
2021-09-30T13:50:21;speicher;oben;55.1;1
2021-09-30T13:50:22;heizung;ladung-rl;26.8;1
2021-09-30T13:50:23;zirkulation;og;31.9;1
2021-09-30T13:50:24;kollektor;vl;55.8;1
2021-09-30T13:50:25;zirkulation;warmwasser;38.9;1
2021-09-30T13:50:42;innentemperatur;heizraum;22.8;1
2021-09-30T13:50:42;innenfeuchtigkeit;heizraum;36.54;2
2021-09-30T13:50:42;co2konzentration;heizraum;501.0;3
2021-09-30T13:50:50;innentemperatur;heizraum2;22.76;1
2021-09-30T13:50:50;innenfeuchtigkeit;heizraum2;40.53;2
2021-09-30T13:50:50;luftqualitaet;heizraum;79.0;4
2021-09-30T13:50:50;luftdruck;heizraum;1026.1;5
2021-09-30T13:51:30;gaszaehler;heizraum;-1.0;6
2021-09-30T13:52:05;aussentemperatur;nord;14.7;1
2021-09-30T13:52:05;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:52:05;innentemperatur;kueche;21.3;1
2021-09-30T13:52:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:52:15;speicher;mitte;52.8;1
2021-09-30T13:52:16;zirkulation;eg;28.0;1
2021-09-30T13:52:17;heizung;vl;26.9;1
2021-09-30T13:52:18;zirkulation;kueche;31.1;1
2021-09-30T13:52:19;heizung;rl;26.8;1
2021-09-30T13:52:20;speicher;unten;46.9;1
2021-09-30T13:52:21;speicher;oben;55.1;1
2021-09-30T13:52:22;heizung;ladung-rl;26.8;1
2021-09-30T13:52:23;zirkulation;og;32.1;1
2021-09-30T13:52:24;kollektor;vl;57.0;1
2021-09-30T13:52:25;zirkulation;warmwasser;37.9;1
2021-09-30T13:52:43;innentemperatur;heizraum;22.82;1
2021-09-30T13:52:43;innenfeuchtigkeit;heizraum;36.66;2
2021-09-30T13:52:43;co2konzentration;heizraum;501.0;3
2021-09-30T13:52:50;innentemperatur;heizraum2;22.72;1
2021-09-30T13:52:50;innenfeuchtigkeit;heizraum2;40.68;2
2021-09-30T13:52:50;luftqualitaet;heizraum;68.0;4
2021-09-30T13:52:50;luftdruck;heizraum;1026.02;5
2021-09-30T13:53:29;gaszaehler;heizraum;1196.0;6
2021-09-30T13:54:04;aussentemperatur;nord;14.7;1
2021-09-30T13:54:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:54:04;innentemperatur;kueche;21.3;1
2021-09-30T13:54:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:54:14;speicher;mitte;52.8;1
2021-09-30T13:54:15;zirkulation;eg;27.8;1
2021-09-30T13:54:17;heizung;vl;26.8;1
2021-09-30T13:54:18;zirkulation;kueche;30.9;1
2021-09-30T13:54:19;heizung;rl;26.1;1
2021-09-30T13:54:20;speicher;unten;47.1;1
2021-09-30T13:54:21;speicher;oben;55.1;1
2021-09-30T13:54:22;heizung;ladung-rl;26.8;1
2021-09-30T13:54:23;zirkulation;og;31.8;1
2021-09-30T13:54:24;kollektor;vl;60.2;1
2021-09-30T13:54:25;zirkulation;warmwasser;38.0;1
2021-09-30T13:54:42;innentemperatur;heizraum;22.83;1
2021-09-30T13:54:42;innenfeuchtigkeit;heizraum;36.65;2
2021-09-30T13:54:42;co2konzentration;heizraum;498.0;3
2021-09-30T13:54:50;innentemperatur;heizraum2;22.74;1
2021-09-30T13:54:50;innenfeuchtigkeit;heizraum2;40.66;2
2021-09-30T13:54:50;luftqualitaet;heizraum;51.0;4
2021-09-30T13:54:50;luftdruck;heizraum;1026.0;5
2021-09-30T13:55:29;gaszaehler;heizraum;1496.0;6
2021-09-30T13:56:04;aussentemperatur;nord;14.7;1
2021-09-30T13:56:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:56:04;innentemperatur;kueche;21.3;1
2021-09-30T13:56:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:56:14;speicher;mitte;52.8;1
2021-09-30T13:56:15;zirkulation;eg;27.2;1
2021-09-30T13:56:16;heizung;vl;26.1;1
2021-09-30T13:56:17;zirkulation;kueche;31.1;1
2021-09-30T13:56:19;heizung;rl;25.9;1
2021-09-30T13:56:20;speicher;unten;46.8;1
2021-09-30T13:56:21;speicher;oben;55.1;1
2021-09-30T13:56:22;heizung;ladung-rl;26.8;1
2021-09-30T13:56:23;zirkulation;og;31.0;1
2021-09-30T13:56:24;kollektor;vl;60.1;1
2021-09-30T13:56:25;zirkulation;warmwasser;37.1;1
2021-09-30T13:56:42;innentemperatur;heizraum;22.87;1
2021-09-30T13:56:42;innenfeuchtigkeit;heizraum;37.14;2
2021-09-30T13:56:42;co2konzentration;heizraum;498.0;3
2021-09-30T13:56:50;innentemperatur;heizraum2;22.77;1
2021-09-30T13:56:50;innenfeuchtigkeit;heizraum2;41.11;2
2021-09-30T13:56:50;luftqualitaet;heizraum;48.0;4
2021-09-30T13:56:50;luftdruck;heizraum;1025.94;5
2021-09-30T13:57:29;gaszaehler;heizraum;96.0;6
2021-09-30T13:58:05;aussentemperatur;nord;14.7;1
2021-09-30T13:58:05;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T13:58:05;innentemperatur;kueche;21.3;1
2021-09-30T13:58:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T13:58:15;speicher;mitte;52.8;1
2021-09-30T13:58:16;zirkulation;eg;27.1;1
2021-09-30T13:58:17;heizung;vl;25.9;1
2021-09-30T13:58:18;zirkulation;kueche;30.9;1
2021-09-30T13:58:19;heizung;rl;25.8;1
2021-09-30T13:58:21;speicher;unten;47.1;1
2021-09-30T13:58:22;speicher;oben;55.1;1
2021-09-30T13:58:23;heizung;ladung-rl;26.8;1
2021-09-30T13:58:24;zirkulation;og;31.2;1
2021-09-30T13:58:25;kollektor;vl;61.2;1
2021-09-30T13:58:26;zirkulation;warmwasser;37.2;1
2021-09-30T13:58:43;innentemperatur;heizraum;22.89;1
2021-09-30T13:58:43;innenfeuchtigkeit;heizraum;37.03;2
2021-09-30T13:58:43;co2konzentration;heizraum;502.0;3
2021-09-30T13:58:50;innentemperatur;heizraum2;22.77;1
2021-09-30T13:58:50;innenfeuchtigkeit;heizraum2;41.03;2
2021-09-30T13:58:50;luftqualitaet;heizraum;52.0;4
2021-09-30T13:58:50;luftdruck;heizraum;1025.8899999999999;5
2021-09-30T13:59:30;gaszaehler;heizraum;1496.0;6
2021-09-30T14:00:04;aussentemperatur;nord;14.7;1
2021-09-30T14:00:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T14:00:04;innentemperatur;kueche;21.3;1
2021-09-30T14:00:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:00:14;speicher;mitte;52.2;1
2021-09-30T14:00:15;zirkulation;eg;26.9;1
2021-09-30T14:00:16;heizung;vl;26.2;1
2021-09-30T14:00:17;zirkulation;kueche;30.1;1
2021-09-30T14:00:18;heizung;rl;26.1;1
2021-09-30T14:00:20;speicher;unten;47.9;1
2021-09-30T14:00:21;speicher;oben;55.1;1
2021-09-30T14:00:22;heizung;ladung-rl;26.8;1
2021-09-30T14:00:23;zirkulation;og;30.9;1
2021-09-30T14:00:24;kollektor;vl;57.2;1
2021-09-30T14:00:25;zirkulation;warmwasser;36.8;1
2021-09-30T14:00:42;innentemperatur;heizraum;22.89;1
2021-09-30T14:00:42;innenfeuchtigkeit;heizraum;36.61;2
2021-09-30T14:00:42;co2konzentration;heizraum;499.0;3
2021-09-30T14:00:50;innentemperatur;heizraum2;22.79;1
2021-09-30T14:00:50;innenfeuchtigkeit;heizraum2;40.74;2
2021-09-30T14:00:50;luftqualitaet;heizraum;69.0;4
2021-09-30T14:00:50;luftdruck;heizraum;1025.8200000000002;5
2021-09-30T14:01:29;gaszaehler;heizraum;1496.0;6
2021-09-30T14:02:04;aussentemperatur;nord;14.7;1
2021-09-30T14:02:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T14:02:04;innentemperatur;kueche;21.3;1
2021-09-30T14:02:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:02:14;speicher;mitte;52.2;1
2021-09-30T14:02:15;zirkulation;eg;26.8;1
2021-09-30T14:02:16;heizung;vl;26.0;1
2021-09-30T14:02:17;zirkulation;kueche;29.9;1
2021-09-30T14:02:18;heizung;rl;25.9;1
2021-09-30T14:02:20;speicher;unten;48.1;1
2021-09-30T14:02:21;speicher;oben;55.0;1
2021-09-30T14:02:22;heizung;ladung-rl;26.9;1
2021-09-30T14:02:23;zirkulation;og;30.1;1
2021-09-30T14:02:24;kollektor;vl;59.8;1
2021-09-30T14:02:25;zirkulation;warmwasser;36.0;1
2021-09-30T14:02:42;innentemperatur;heizraum;22.87;1
2021-09-30T14:02:42;innenfeuchtigkeit;heizraum;36.74;2
2021-09-30T14:02:42;co2konzentration;heizraum;497.0;3
2021-09-30T14:02:50;innentemperatur;heizraum2;22.79;1
2021-09-30T14:02:50;innenfeuchtigkeit;heizraum2;40.73;2
2021-09-30T14:02:50;luftqualitaet;heizraum;73.0;4
2021-09-30T14:02:50;luftdruck;heizraum;1025.76;5
2021-09-30T14:03:29;gaszaehler;heizraum;1496.0;6
2021-09-30T14:04:04;aussentemperatur;nord;14.7;1
2021-09-30T14:04:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T14:04:04;innentemperatur;kueche;21.3;1
2021-09-30T14:04:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:04:14;speicher;mitte;52.2;1
2021-09-30T14:04:15;zirkulation;eg;27.1;1
2021-09-30T14:04:16;heizung;vl;25.8;1
2021-09-30T14:04:17;zirkulation;kueche;30.2;1
2021-09-30T14:04:18;heizung;rl;25.8;1
2021-09-30T14:04:19;speicher;unten;47.9;1
2021-09-30T14:04:20;speicher;oben;54.9;1
2021-09-30T14:04:22;heizung;ladung-rl;26.9;1
2021-09-30T14:04:23;zirkulation;og;29.8;1
2021-09-30T14:04:24;kollektor;vl;56.0;1
2021-09-30T14:04:25;zirkulation;warmwasser;36.2;1
2021-09-30T14:04:42;innentemperatur;heizraum;22.87;1
2021-09-30T14:04:42;innenfeuchtigkeit;heizraum;36.7;2
2021-09-30T14:04:42;co2konzentration;heizraum;499.0;3
2021-09-30T14:04:50;innentemperatur;heizraum2;22.8;1
2021-09-30T14:04:50;innenfeuchtigkeit;heizraum2;40.79;2
2021-09-30T14:04:50;luftqualitaet;heizraum;72.0;4
2021-09-30T14:04:50;luftdruck;heizraum;1025.75;5
2021-09-30T14:05:29;gaszaehler;heizraum;96.0;6
2021-09-30T14:06:04;aussentemperatur;nord;14.7;1
2021-09-30T14:06:04;aussenfeuchtigkeit;nord;62.0;2
2021-09-30T14:06:04;innentemperatur;kueche;21.3;1
2021-09-30T14:06:04;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:06:14;speicher;mitte;52.8;1
2021-09-30T14:06:15;zirkulation;eg;27.0;1
2021-09-30T14:06:16;heizung;vl;25.2;1
2021-09-30T14:06:17;zirkulation;kueche;29.9;1
2021-09-30T14:06:19;heizung;rl;25.1;1
2021-09-30T14:06:20;speicher;unten;48.1;1
2021-09-30T14:06:21;speicher;oben;54.9;1
2021-09-30T14:06:22;heizung;ladung-rl;26.9;1
2021-09-30T14:06:23;zirkulation;og;29.9;1
2021-09-30T14:06:24;kollektor;vl;61.0;1
2021-09-30T14:06:25;zirkulation;warmwasser;35.9;1
2021-09-30T14:06:43;innentemperatur;heizraum;22.87;1
2021-09-30T14:06:43;innenfeuchtigkeit;heizraum;36.84;2
2021-09-30T14:06:43;co2konzentration;heizraum;495.0;3
2021-09-30T14:06:50;innentemperatur;heizraum2;22.8;1
2021-09-30T14:06:50;innenfeuchtigkeit;heizraum2;40.87;2
2021-09-30T14:06:50;luftqualitaet;heizraum;67.0;4
2021-09-30T14:06:50;luftdruck;heizraum;1025.69;5
2021-09-30T14:08:05;aussentemperatur;nord;14.7;1
2021-09-30T14:08:05;aussenfeuchtigkeit;nord;61.0;2
2021-09-30T14:08:05;innentemperatur;kueche;21.3;1
2021-09-30T14:08:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:08:15;speicher;mitte;52.9;1
2021-09-30T14:08:16;zirkulation;eg;26.9;1
2021-09-30T14:08:17;heizung;vl;25.0;1
2021-09-30T14:08:18;zirkulation;kueche;29.2;1
2021-09-30T14:08:19;heizung;rl;24.9;1
2021-09-30T14:08:20;speicher;unten;48.8;1
2021-09-30T14:08:21;speicher;oben;54.9;1
2021-09-30T14:08:23;heizung;ladung-rl;26.8;1
2021-09-30T14:08:24;zirkulation;og;29.1;1
2021-09-30T14:08:25;kollektor;vl;55.9;1
2021-09-30T14:08:26;zirkulation;warmwasser;35.2;1
2021-09-30T14:08:43;innentemperatur;heizraum;22.89;1
2021-09-30T14:08:43;innenfeuchtigkeit;heizraum;36.63;2
2021-09-30T14:08:43;co2konzentration;heizraum;496.0;3
2021-09-30T14:08:50;innentemperatur;heizraum2;22.8;1
2021-09-30T14:08:50;innenfeuchtigkeit;heizraum2;40.7;2
2021-09-30T14:08:50;luftqualitaet;heizraum;75.0;4
2021-09-30T14:08:50;luftdruck;heizraum;1025.63;5
2021-09-30T14:09:30;gaszaehler;heizraum;1496.0;6
2021-09-30T14:10:05;aussentemperatur;nord;14.7;1
2021-09-30T14:10:05;aussenfeuchtigkeit;nord;61.0;2
2021-09-30T14:10:05;innentemperatur;kueche;21.3;1
2021-09-30T14:10:05;innenfeuchtigkeit;kueche;51.0;2
2021-09-30T14:10:15;speicher;mitte;52.9;1
2021-09-30T14:10:16;zirkulation;eg;26.8;1
2021-09-30T14:10:17;heizung;vl;24.9;1
2021-09-30T14:10:18;zirkulation;kueche;28.9;1
2021-09-30T14:10:19;heizung;rl;24.9;1
2021-09-30T14:10:20;speicher;unten;49.1;1
